second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
259,4:19,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ก็ อ่า รายงานความคืบหน้านะคะ ในการเข้าท…,[Speaker 4] ก็ ยัง อยู่ ใน ช่วง ของการ ติดตามอยู่คร…
260,4:20,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ก็ อ่า รายงานความคืบหน้านะคะ ในการเข้าท…,
261,4:21,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ก็ อ่า รายงานความคืบหน้านะคะ ในการเข้าท…,[Speaker 4] ซึ่ง ก็ ได้ รับ ความ เอ่อ กรุณา จาก ทาง…
262,4:22,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ก็ อ่า รายงานความคืบหน้านะคะ ในการเข้าท…,
263,4:23,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 4] คุณแท็ป นะครับ ในการ
264,4:24,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,
265,4:25,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] ครับ
266,4:26,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] อันนี้จริงๆ เมื่อกี้ผม
267,4:27,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] ผมเรียน กรรมการทุกท่านนะ
268,4:28,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] ผมเรียน กรรมการทุกท่านนะ
269,4:29,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] เมื่อกี้เรื่องนี้ก็ เข้ามาในส่วนของ การ…
270,4:30,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,
271,4:31,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,
272,4:32,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] สมทบกองทุนคนพิการนะคะแล้วก็การจ้างคนพิก…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] นะฮะ เราก็ แนะนำไปว่าจริงๆ เราควรจะ มีก…
273,4:33,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] นะฮะ เราก็ แนะนำไปว่าจริงๆ เราควรจะ มีก…
274,4:34,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] นะฮะ เราก็ แนะนำไปว่าจริงๆ เราควรจะ มีก…
275,4:35,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,
276,4:36,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] เค้าเรียกว่า เอกสาร นะ เอ่อ เร่งรัด อย่…
277,4:37,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] เค้าเรียกว่า เอกสาร นะ เอ่อ เร่งรัด อย่…
278,4:38,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] เค้าเรียกว่า เอกสาร นะ เอ่อ เร่งรัด อย่…
279,4:39,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,
280,4:40,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] วันนี้ก็ ยังไง วาระนี้ก็
281,4:41,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] วันนี้ก็ ยังไง วาระนี้ก็
282,4:42,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] ประชุม ครั้งหน้า ก็ มารายงาน ความคืบหน้…
283,4:43,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] ประชุม ครั้งหน้า ก็ มารายงาน ความคืบหน้…
284,4:44,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] ประชุม ครั้งหน้า ก็ มารายงาน ความคืบหน้…
285,4:45,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,
286,4:46,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่ง ณ ปัจจุบันนะคะที่คงเหลืออยู่นะคะก็…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] ตรงนี้ นะครับ
287,4:47,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่งก็ได้ความอ่ากรุณาจากทางพี่ต้นนะคะคุ…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,
288,4:48,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่งก็ได้ความอ่ากรุณาจากทางพี่ต้นนะคะคุ…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,[Speaker 1] ท่านอื่น มี พี่ วัสดิพ จิลา มี อะไรไหมค…
289,4:49,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่งก็ได้ความอ่ากรุณาจากทางพี่ต้นนะคะคุ…,[Speaker 3] ซึ่งสถานะนะคะ ที่ pending คลื่น ครั้งก่…,
290,4:50,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 2] ซึ่งก็ได้ความอ่ากรุณาจากทางพี่ต้นนะคะคุ…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 1] รับทราบครับ
291,4:51,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,
292,4:52,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 1] เชิญ วาระต่อไปครับ
293,4:53,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,
294,4:54,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 4] วาระที่ 3.2 นะครับ รายงานความคืบหน้า กา…
295,4:55,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 4] วาระที่ 3.2 นะครับ รายงานความคืบหน้า กา…
296,4:56,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 4] วาระที่ 3.2 นะครับ รายงานความคืบหน้า กา…
297,4:57,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 4] วาระที่ 3.2 นะครับ รายงานความคืบหน้า กา…
298,4:58,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,
299,4:59,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,
300,5:00,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,
301,5:01,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,
302,5:02,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] ครับอันนี้ จริงๆเมื่อกี้ผมผมเรียนกรรมกา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 4] ก็ ขออนุญาต รายงานความคืบหน้า นะครับ
303,5:03,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,
304,5:04,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 4] เมื่อวานนะครับ ได้มีการ ติดต่อ นะครับ ไ…
305,5:05,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 4] เมื่อวานนะครับ ได้มีการ ติดต่อ นะครับ ไ…
306,5:06,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 4] เมื่อวานนะครับ ได้มีการ ติดต่อ นะครับ ไ…
307,5:07,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,
308,5:08,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 4] ก็ ตอนนี้นะครับ เอกสารนะครับ อยู่ใน กระ…
309,5:09,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,[Speaker 3] ส่วนที่ 2 นะคะ การนำส่งเงิน สมทบกองทุนค…,[Speaker 4] ก็ ตอนนี้นะครับ เอกสารนะครับ อยู่ใน กระ…
310,5:10,[Speaker 2] ขอ ขออนุญาตเสริมท่านประธานนิดนึงค่ะ ก็ค…,[Speaker 3] ขอ ขออนุญาตเสริมท่านประธานนิดนึงน่ะค่ะ …,[Speaker 3] ก้อให้อโอกาส เพราะถ้าคุຫเปົนเยัอชีพจริง…,,[Speaker 1] เขาเรียกว่าเอกสาร อ่าเร่งรัดอย่างเป็นทา…,,[Speaker 4] ของการไฟฟ้าส่วนภูมิภาค นะครับ คาดการณ์ว…
