second,mm_ss,gemini-3.6-flash,gemini-3.5-flash,gemini-3.5-flash-lite,gemini-3-flash,gemini-3.1-flash-lite,gemini-2.5-flash,gemini-2.5-flash-lite
352,5:52,,,,,[Speaker 2] วาระที่ 6 เรื่องอื่นๆเนี่ย วันนี้พี่ปอม…,,
353,5:53,,,,,,,
354,5:54,,,,,[Speaker 1] เอ่อ ขอนิดนึง เดี๋ยวขอปอมแป๊บนะคะ ก่อนไ…,,
355,5:55,,,,,[Speaker 1] เอ่อ ขอนิดนึง เดี๋ยวขอปอมแป๊บนะคะ ก่อนไ…,,
356,5:56,,,,,[Speaker 1] เอ่อ ขอนิดนึง เดี๋ยวขอปอมแป๊บนะคะ ก่อนไ…,,
357,5:57,,,,,,,
358,5:58,,,,,[Speaker 2] คือว่าขออนุญาตอัพเดท นิดนึงค่ะ,,
359,5:59,,,,,[Speaker 2] คือว่าขออนุญาตอัพเดท นิดนึงค่ะ,,
360,6:00,,,,,[Speaker 2] คือว่าขออนุญาตอัพเดท นิดนึงค่ะ,,
361,6:01,,,,,,,
362,6:02,,,,,[Speaker 2] ในส่วนของเรื่องอื่นๆค่ะ ก็เมื่อวานนะคะท…,,
363,6:03,,,,,[Speaker 2] ในส่วนของเรื่องอื่นๆค่ะ ก็เมื่อวานนะคะท…,,
364,6:04,,,,,[Speaker 2] ในส่วนของเรื่องอื่นๆค่ะ ก็เมื่อวานนะคะท…,,
365,6:05,,,,,[Speaker 2] ในส่วนของเรื่องอื่นๆค่ะ ก็เมื่อวานนะคะท…,,
366,6:06,,,,,,,
367,6:07,,,,,[Speaker 2] ในการติดตาม อ่ากลุ่มเอกสารที่ยังขาดนะคะ…,,
368,6:08,,,,,[Speaker 2] ในการติดตาม อ่ากลุ่มเอกสารที่ยังขาดนะคะ…,,
369,6:09,,,,,[Speaker 2] ในการติดตาม อ่ากลุ่มเอกสารที่ยังขาดนะคะ…,,
370,6:10,,,,,[Speaker 2] ในการติดตาม อ่ากลุ่มเอกสารที่ยังขาดนะคะ…,,
371,6:11,,,,,,,
372,6:12,,,,,[Speaker 2] ซึ่ง อ่าค่อนข้างcritical ค่ะ ซึ่งวันนี้…,,
373,6:13,,,,,[Speaker 2] ซึ่ง อ่าค่อนข้างcritical ค่ะ ซึ่งวันนี้…,,
374,6:14,,,,,[Speaker 2] ซึ่ง อ่าค่อนข้างcritical ค่ะ ซึ่งวันนี้…,,
375,6:15,,,,,[Speaker 2] ซึ่ง อ่าค่อนข้างcritical ค่ะ ซึ่งวันนี้…,,
376,6:16,,,,,,,
377,6:17,,,,,[Speaker 2] เขาจะกำหนดให้ส่ง,,
378,6:18,,,,,[Speaker 2] เขาจะกำหนดให้ส่ง,,
379,6:19,,,,,,,
380,6:20,,,,,[Speaker 1] ผมขอแทรกนิดนึง ผมว่าเนี่ย ไม่ต้องอยู่ใน…,,
381,6:21,,,,,[Speaker 1] ผมขอแทรกนิดนึง ผมว่าเนี่ย ไม่ต้องอยู่ใน…,,
382,6:22,,,,,[Speaker 1] ผมขอแทรกนิดนึง ผมว่าเนี่ย ไม่ต้องอยู่ใน…,,
383,6:23,,,,,[Speaker 1] ผมขอแทรกนิดนึง ผมว่าเนี่ย ไม่ต้องอยู่ใน…,,
384,6:24,,,,,[Speaker 1] เพราะเป็นปกติทั่วๆไปเฉยๆ,,
385,6:25,,,,,,,
386,6:26,,,,,[Speaker 2] ค่ะ เพื่อให้,,
387,6:27,,,,,,,
388,6:28,,,,,[Speaker 2] อาจจะต้องรบกวนทางคุณปอม นะคะช่วยอีกแรงนะ,,
389,6:29,,,,,[Speaker 2] อาจจะต้องรบกวนทางคุณปอม นะคะช่วยอีกแรงนะ,,
390,6:30,,,,,[Speaker 2] อาจจะต้องรบกวนทางคุณปอม นะคะช่วยอีกแรงนะ,,
391,6:31,,,,,[Speaker 2] อาจจะต้องรบกวนทางคุณปอม นะคะช่วยอีกแรงนะ,,
392,6:32,,,,,[Speaker 2] อาจจะต้องรบกวนทางคุณปอม นะคะช่วยอีกแรงนะ,,
393,6:33,,,,,,,
394,6:34,,,,,[Speaker 1] งั้นก็บอกให้ประธานปิดประชุม,,
395,6:35,,,,,[Speaker 1] งั้นก็บอกให้ประธานปิดประชุม,,
396,6:36,,,,,,,
397,6:37,,,,,[Speaker 2] ค่ะโอเคได้ค่ะ งั้นเดี๋ยวพี่แอบไปปอมเล่า…,,
398,6:38,,,,,[Speaker 2] ค่ะโอเคได้ค่ะ งั้นเดี๋ยวพี่แอบไปปอมเล่า…,,
399,6:39,,,,,[Speaker 2] ค่ะโอเคได้ค่ะ งั้นเดี๋ยวพี่แอบไปปอมเล่า…,,
400,6:40,,,,,[Speaker 2] ค่ะโอเคได้ค่ะ งั้นเดี๋ยวพี่แอบไปปอมเล่า…,,
401,6:41,,,,,,,
402,6:42,,,,,[Speaker 2] อันนั้นก็อันนั้นก็เล่าเฉยๆใช่,,
403,6:43,,,,,,,
404,6:44,,,,,[Speaker 1] ใช่ ผมว่าเล่าในนี้ก็ได้,,
405,6:45,,,,,[Speaker 1] ผมว่าเวลามันอยู่ในเนี้ย เพราะผมใส่ดีเทล…,,
406,6:46,,,,,[Speaker 1] ผมว่าเวลามันอยู่ในเนี้ย เพราะผมใส่ดีเทล…,,
407,6:47,,,,,[Speaker 1] ผมว่าเวลามันอยู่ในเนี้ย เพราะผมใส่ดีเทล…,[Speaker 4] ค่ะ,
408,6:48,,,,,[Speaker 1] ผมว่าเวลามันอยู่ในเนี้ย เพราะผมใส่ดีเทล…,,
409,6:49,,,,,[Speaker 1] ผมว่าเวลามันอยู่ในเนี้ย เพราะผมใส่ดีเทล…,[Speaker 2] ก็ คือ ไป ขอ ประธาน นะ ครับ ขอ ประธาน เ…,
410,6:50,,,,,[Speaker 1] ผมว่าเวลามันอยู่ในเนี้ย เพราะผมใส่ดีเทล…,[Speaker 2] ก็ คือ ไป ขอ ประธาน นะ ครับ ขอ ประธาน เ…,
411,6:51,,,,,[Speaker 1] ผมว่าเวลามันอยู่ในเนี้ย เพราะผมใส่ดีเทล…,[Speaker 2] ก็ คือ ไป ขอ ประธาน นะ ครับ ขอ ประธาน เ…,
412,6:52,,,,,[Speaker 1] ผมว่าเวลามันอยู่ในเนี้ย เพราะผมใส่ดีเทล…,[Speaker 2] ก็ คือ ไป ขอ ประธาน นะ ครับ ขอ ประธาน เ…,
413,6:53,,,,,[Speaker 1] ผมว่าเวลามันอยู่ในเนี้ย เพราะผมใส่ดีเทล…,[Speaker 2] ก็ คือ ไป ขอ ประธาน นะ ครับ ขอ ประธาน เ…,
414,6:54,,,,,[Speaker 1] ผมว่าเวลามันอยู่ในเนี้ย เพราะผมใส่ดีเทล…,[Speaker 2] ก็ คือ ไป ขอ ประธาน นะ ครับ ขอ ประธาน เ…,
415,6:55,,,,,,[Speaker 2] ก็ คือ ไป ขอ ประธาน นะ ครับ ขอ ประธาน เ…,
416,6:56,,,,,[Speaker 2] ขอบคุณค่ะ,[Speaker 2] ก็ คือ ไป ขอ ประธาน นะ ครับ ขอ ประธาน เ…,
417,6:57,,,,,,[Speaker 2] ก็ คือ ไป ขอ ประธาน นะ ครับ ขอ ประธาน เ…,
418,6:58,,,,,[Speaker 2] คุณพี่ปอมก็เล่า,[Speaker 2] ก็ คือ ไป ขอ ประธาน นะ ครับ ขอ ประธาน เ…,
419,6:59,,,,,[Speaker 2] คุณพี่ปอมก็เล่า,,
420,7:00,,,,,[Speaker 2] คุณพี่ปอมก็เล่า,[Speaker 1] ถ้า หาก ถ้า อย่าง นี้ มัน ก็ จะ ง่าย โด…,
421,7:01,,,,,,[Speaker 1] ถ้า หาก ถ้า อย่าง นี้ มัน ก็ จะ ง่าย โด…,
422,7:02,,,,,,[Speaker 1] ถ้า หาก ถ้า อย่าง นี้ มัน ก็ จะ ง่าย โด…,
423,7:03,,,,,,[Speaker 1] ถ้า หาก ถ้า อย่าง นี้ มัน ก็ จะ ง่าย โด…,
424,7:04,,,,,,[Speaker 1] ถ้า หาก ถ้า อย่าง นี้ มัน ก็ จะ ง่าย โด…,
425,7:05,,,,,,[Speaker 1] ถ้า หาก ถ้า อย่าง นี้ มัน ก็ จะ ง่าย โด…,
426,7:06,,,,,,[Speaker 1] ถ้า หาก ถ้า อย่าง นี้ มัน ก็ จะ ง่าย โด…,
427,7:07,,,,,,,
428,7:08,,,,,,[Speaker 2] ไป เพิ่ม วาระ อัน นี้ เข้า ไป ด้วย,
429,7:09,,,,,,[Speaker 2] ไป เพิ่ม วาระ อัน นี้ เข้า ไป ด้วย,
430,7:10,,,,,,,
431,7:11,,,,,,,
432,7:12,,,,,,[Speaker 1] เรา ก็ พิจารณา เข้า ว่า ใคร ทำ ใคร ดู แ…,
433,7:13,,,,,,[Speaker 1] เรา ก็ พิจารณา เข้า ว่า ใคร ทำ ใคร ดู แ…,
434,7:14,,,,,,[Speaker 1] เรา ก็ พิจารณา เข้า ว่า ใคร ทำ ใคร ดู แ…,
435,7:15,,,,,,,
436,7:16,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
437,7:17,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
438,7:18,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
439,7:19,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
440,7:20,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
441,7:21,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
442,7:22,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
443,7:23,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
444,7:24,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
445,7:25,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
446,7:26,,,,,,[Speaker 2] เรา ไป เขียน มติ ไว้ เลย ก็ ได้ เขียน ม…,
447,7:27,,,,,,,
448,7:28,,,,,,[Speaker 1] แล้ว ปุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
449,7:29,,,,,,[Speaker 1] แล้ว ปุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
450,7:30,,,,,,[Speaker 1] แล้ว ปุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
451,7:31,,,,,,[Speaker 1] แล้ว ปุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
452,7:32,,,,,,[Speaker 1] แล้ว ปุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
453,7:33,,,,,,[Speaker 1] แล้ว ปุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
454,7:34,,,,,,[Speaker 1] แล้ว ปุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
455,7:35,,,,,,[Speaker 1] แล้ว ปุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
456,7:36,,,,,,[Speaker 1] แล้ว ปุ้ม ก็ เพียง แต่ โทร ไป ขอ ประธาน…,
457,7:37,,,,,,,
458,7:38,,,,,,,
459,7:39,,,,,,,
460,7:40,,,,,,,
461,7:41,,,,,,,
462,7:42,,,,,,,
463,7:43,,,,,,,
464,7:44,,,,,,,
465,7:45,,,,,,,
466,7:46,,,,,,,
467,7:47,,,,,,,
468,7:48,,,,,,,
469,7:49,,,,,,,
470,7:50,,,,,,,
471,7:51,,,,,,,
472,7:52,,,,,,,
473,7:53,,,,,,,
474,7:54,,,,,,,
475,7:55,,,,,,,
476,7:56,,,,,,,
477,7:57,,,,,,,
478,7:58,,,,,,,
479,7:59,,,,,,,
480,8:00,,,,,,,
481,8:01,,,,,,,
482,8:02,,,,,,,
483,8:03,,,,,,,
484,8:04,,,,,,,
485,8:05,,,,,,,
486,8:06,,,,,,,
487,8:07,,,,,,,
488,8:08,,,,,,,
489,8:09,,,,,,,
490,8:10,,,,,,,
491,8:11,,,,,,,
492,8:12,,,,,,,
493,8:13,,,,,,,
494,8:14,,,,,,,
495,8:15,,,,,,,
496,8:16,,,,,,,
497,8:17,,,,,,,
498,8:18,,,,,,,
499,8:19,,,,,,,
500,8:20,,,,,,,
501,8:21,,,,,,[Speaker 4] ค่ะ,
502,8:22,,,,,,,
503,8:23,,,,,,[Speaker 1] แล้ว มา ถึง เรา ก็ เพียง แต่ รับ ทราบ,
504,8:24,,,,,,[Speaker 1] แล้ว มา ถึง เรา ก็ เพียง แต่ รับ ทราบ,
505,8:25,,,,,,,
506,8:26,,,,,,,
507,8:27,,,,,,[Speaker 2] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
508,8:28,,,,,,[Speaker 2] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
509,8:29,,,,,,[Speaker 2] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
510,8:30,,,,,,[Speaker 2] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
511,8:31,,,,,,[Speaker 2] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
512,8:32,,,,,,[Speaker 2] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
513,8:33,,,,,,[Speaker 2] รับ ทราบ มติ บอร์ด ที่ ให้ คุณ ปุ้ม เรา…,
514,8:34,,,,,,,
515,8:35,,,,,,[Speaker 1] ถ้า เกิด จำเป็น ให้ มี ก็ ต้อง ทราบ นะ …,
516,8:36,,,,,,[Speaker 1] ถ้า เกิด จำเป็น ให้ มี ก็ ต้อง ทราบ นะ …,
517,8:37,,,,,,[Speaker 1] ถ้า เกิด จำเป็น ให้ มี ก็ ต้อง ทราบ นะ …,
518,8:38,,,,,,[Speaker 1] ถ้า เกิด จำเป็น ให้ มี ก็ ต้อง ทราบ นะ …,
519,8:39,,,,,,[Speaker 1] ถ้า เกิด จำเป็น ให้ มี ก็ ต้อง ทราบ นะ …,
520,8:40,,,,,,,
521,8:41,,,,,,[Speaker 2] อืม แค่ นั้น เอง,
522,8:42,,,,,,[Speaker 1] ถาม ว่า บท มัน ขึ้น ตั๊ม ตั๊ม มั้ย จริง…,
523,8:43,,,,,,[Speaker 1] ถาม ว่า บท มัน ขึ้น ตั๊ม ตั๊ม มั้ย จริง…,
524,8:44,,,,,,[Speaker 1] ถาม ว่า บท มัน ขึ้น ตั๊ม ตั๊ม มั้ย จริง…,
525,8:45,,,,,,[Speaker 1] ถาม ว่า บท มัน ขึ้น ตั๊ม ตั๊ม มั้ย จริง…,
526,8:46,,,,,,[Speaker 1] ถาม ว่า บท มัน ขึ้น ตั๊ม ตั๊ม มั้ย จริง…,
527,8:47,,,,,,[Speaker 1] ถาม ว่า บท มัน ขึ้น ตั๊ม ตั๊ม มั้ย จริง…,
528,8:48,,,,,,[Speaker 1] ถาม ว่า บท มัน ขึ้น ตั๊ม ตั๊ม มั้ย จริง…,
529,8:49,,,,,,,
530,8:50,,,,,,,
531,8:51,,,,,,,
532,8:52,,,,,,[Speaker 1] เออ เพราะ ว่า ไม่ จำเป็น,
533,8:53,,,,,,[Speaker 1] เออ เพราะ ว่า ไม่ จำเป็น,
534,8:54,,,,,,,
535,8:55,,,,,,,
536,8:56,,,,,,,
537,8:57,,,,,,,
538,8:58,,,,,,[Speaker 2] ไม่ ต้อง เอา วาระ ไป เลย,
539,8:59,,,,,,,
540,9:00,,,,,,,
541,9:01,,,,,,[Speaker 1] ก็ ขอ ออก ไป ไม่ ต้อง ออก ของ วาระ ออก …,
542,9:02,,,,,,[Speaker 1] ก็ ขอ ออก ไป ไม่ ต้อง ออก ของ วาระ ออก …,
543,9:03,,,,,,[Speaker 1] ก็ ขอ ออก ไป ไม่ ต้อง ออก ของ วาระ ออก …,
544,9:04,,,,,,[Speaker 1] ก็ ขอ ออก ไป ไม่ ต้อง ออก ของ วาระ ออก …,
545,9:05,,,,,,[Speaker 4] ค่ะ โอเค ที่ ได้ มา คืน ได้ ทำ ให้ ถูก …,
546,9:06,,,,,,[Speaker 4] ค่ะ โอเค ที่ ได้ มา คืน ได้ ทำ ให้ ถูก …,
547,9:07,,,,,,[Speaker 4] ค่ะ โอเค ที่ ได้ มา คืน ได้ ทำ ให้ ถูก …,
548,9:08,,,,,,,
549,9:09,,,,,,[Speaker 1] ขอบคุณ ค่ะ,
550,9:10,,,,,,[Speaker 4] จ๋า ถอด ออก ค่ะ,
551,9:11,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
552,9:12,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
553,9:13,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
554,9:14,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
555,9:15,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
556,9:16,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
557,9:17,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
558,9:18,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
559,9:19,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
560,9:20,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
561,9:21,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
562,9:22,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
563,9:23,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
564,9:24,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
565,9:25,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
566,9:26,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
567,9:27,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
568,9:28,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
569,9:29,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
570,9:30,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
571,9:31,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
572,9:32,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
573,9:33,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
574,9:34,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
575,9:35,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
576,9:36,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
577,9:37,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
578,9:38,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
579,9:39,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
580,9:40,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
581,9:41,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
582,9:42,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
583,9:43,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
584,9:44,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
585,9:45,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
586,9:46,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
587,9:47,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
588,9:48,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
589,9:49,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
590,9:50,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
591,9:51,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
592,9:52,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
593,9:53,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
594,9:54,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
595,9:55,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
596,9:56,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
597,9:57,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
598,9:58,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
599,9:59,,,,,,[Speaker 1] แล้ว ก็ มา เลย เออ เพื่อ ผม บอก ว่า มัน…,
